latitude,longitude,crime_count
40.632233,-73.947621,51
40.632421,-73.947222,64
40.632495,-74.027368,20
40.63263331,-74.01253418,18
40.63288559,-73.94769778,83
40.633098,-74.086445,17
40.633119,-73.888933,40
40.633176,-74.02709,17
40.633409,-73.948237,30
40.633441,-73.947736,28
40.633514,-74.011617,20
40.633675,-73.928953,23
40.633819,-74.020867,23
40.633857,-74.026815,21
40.63401,-74.16626,30
40.634028,-73.947289,17
40.634036,-74.123607,21
40.634085,-73.88926,26
40.63417,-74.023701,18
40.634174,-73.919331,20
40.63422,-73.949112,17
40.63435721,-74.01074386,24
40.63456698,-74.11719928,30
40.63461607,-74.02351985,36
40.634782,-73.914405,24
40.634967,-74.023377,16
40.635011,-73.962763,16
40.635133,-73.947894,29
40.635188,-73.918929,18
40.635309,-73.963782,20
40.635445,-73.950433,37
40.635577,-74.011262,19
40.635685,-74.134992,54
40.63593259,-73.96248206,24
40.63602442,-74.13477006,27
40.636292,-73.892466,19
40.636356,-74.008664,28
40.63638,-74.134526,19
40.636916,-74.008082,24
40.63695459,-74.11754937,22
40.637067,-74.076204,19
40.637085,-73.926319,63
40.637257,-74.076649,26
40.637301,-74.009474,16
40.637427,-73.897225,20
40.637437,-73.94814,24
40.637475,-74.007497,28
40.63776,-74.076476,33
40.63778217,-74.07694038,50
40.637813,-74.079688,42
40.638005,-74.133351,18
40.638035,-74.006914,21
40.638142,-74.075912,17
40.638158,-73.968473,40
40.63842,-74.008307,18
40.638596,-74.006332,31
40.63860599,-73.9482662,39
40.638626,-73.928981,17
40.638698,-73.946819,23
40.638805,-74.08747,24
40.63886517059,-74.02271208766,86
40.638977,-74.171252,16
40.63902183,-74.02246402,16
40.639191,-74.016468,16
40.639297,-73.948339,66
40.63998668,-73.94841286,65
40.64005,-73.743654,37
40.640064,-73.955203,21
40.640284,-73.994332,38
40.640321,-73.969083,22
40.640346,-74.015271,22
40.640466,-73.948464,66
40.640746,-74.076747,31
40.640863,-74.075747,17
40.640965,-73.92923,25
40.641137,-74.018123,16
40.641272,-73.956393,29
40.64143514,-74.01781464,69
40.641564,-73.979195,23
40.641605,-74.006788,16
40.64160916,-73.96355626,31
40.641712,-74.017525,32
40.641955,-74.002835,20
40.642095,-73.948638,43
40.64213395,-73.92935321,17
40.64234,-74.004227,21
40.6427961,-73.97944282,39
40.642827,-74.016361,17
40.642909,-73.978634,32
40.643145,-74.012357,18
40.64322,-74.075921,29
40.643284,-73.929477,33
40.643353,-73.957765,20
40.643566,-74.074001,281
40.643706,-74.011775,38
40.643729,-74.072798,27
40.643836,-73.948825,23
40.643996,-74.076502,51
40.644267,-74.011193,30
40.64436,-73.957948,24
40.64440626,-73.96408804,22
40.64451,-74.014616,23
40.644716,-73.901847,25
40.64472094387,-74.0770327199,92
40.64472591,-74.07748283,34
40.64478976,-74.01432378,37
40.644823,-73.958,24
40.644942,-73.92145,18
40.644996,-74.077263,29
40.64507119,-73.95802302,18
40.64513066,-73.94896382,27
40.64513343,-73.90231306,95
40.645376,-73.929702,19
40.645387,-74.010027,24
40.645639,-73.902874,38
40.645863,-73.951951,16
40.64591,-73.958072,58
40.6459461,-73.99509559,25
40.645947,-74.009444,21
40.646349,-74.010864,17
40.646352,-73.912782,29
40.646386,-73.903709,16
40.646439,-73.998174,17
40.646574,-73.956879,19
40.646648,-74.001542,27
40.647011,-73.958124,61
40.64713186,-74.00462341,39
40.64725,-73.955694,21
40.647269,-73.913807,23
40.6474,-74.014873,17
40.647608,-73.892353,20
40.647944,-73.960604,16
40.64802,-73.881947,22
40.64815,-73.958205,23
40.64842146,-73.90489687,17
40.64846571,-74.00682174,29
40.648588,-73.957012,19
40.64861355106,-73.90525720323,50
40.648698,-73.905128,27
40.64885074699,-73.95101651062,97
40.648859,-73.95082,28
40.648903,-73.964444,21
40.649262,-73.963529,17
40.64926973,-74.00966514,31
40.649363,-73.960873,31
40.64943987,-73.96307629,58
40.64946,-73.958482,64
40.649614,-73.96263,22
40.649936,-73.961597,27
40.649967,-73.837596,16
40.65008147,-73.96100738,17
40.65014561,-74.00507409,26
40.650146,-73.960492,21
40.650294,-73.949518,19
40.650298,-73.959342,40
40.65038808,-73.95870799,32
40.650402,-73.963258,23
40.650426,-74.004782,36
40.650459,-73.957267,58
40.650466,-73.869986,602
40.65049297,-73.89797708,27
40.650603,-74.002809,28
40.650693,-73.951924,18
40.650762,-74.011387,24
40.650762,-73.950475,38
40.650799,-73.958817,21
40.65080714,-73.94957212,84
40.650831,-73.949081,61
40.650877,-73.948124,20
40.650921,-73.930294,26
40.651252,-73.940491,25
40.651253,-73.94962,37
40.651412,-73.875681,223
40.651538,-73.934736,16
40.651627,-73.93281,21
40.65164642,-73.93232351,19
40.651669,-73.931858,24
40.651678,-73.959038,38
40.651712,-73.930886,18
40.65173309,-73.93038095,54
40.651837,-73.929887,39
40.651946,-74.005036,20
40.652419,-73.926078,17
40.65246389,-73.92284807,17
40.652566,-73.951216,18
40.65277,-73.930493,49
40.65292723,-73.9593299,19
40.653039,-73.919573,16
40.653207,-73.92043,19
40.653233,-73.952743,17
40.653252,-73.959391,20
40.653396,-73.949849,17
40.653454,-73.886801,59
40.653667,-73.962786,19
40.653676,-73.957808,18
40.653877,-73.954496,17
40.65413341,-73.91232974,16
40.65414182,-73.88731094,16
40.654153,-73.911632,21
40.654207,-73.959574,25
40.65430947,-74.00441848,110
40.65430947546,-74.00441848199,32
40.654312,-73.886921,16
40.65457,-73.930686,19
40.654648,-73.96024,20
40.654754,-74.007225,80
40.654818,-73.887814,38
40.65484047,-73.95969634,24
40.65488239,-73.96188035,71
40.654897,-73.867685,18
40.655111,-73.961289,70
40.655146,-74.00355,17
40.655237,-73.959779,70
40.655416,-73.915892,26
40.65563377,-73.95986165,23
40.655711,-73.945257,36
